asset,cost_drag_pct,data_ok,fee_bps,fees_usd,max_drawdown_pct,risk_denial_rate,risk_denials_count,risk_rules_triggered,sharpe_ratio,slippage_bps,slippage_drag_usd,stopped_by_risk,strategy,strategy_family,timeframe,total_return_pct,trade_count,turnover_ratio,verdict,verdict_reasons
SOL,100.00000000000338,True,40.0,10.780658339512128,55.51680322714107,0.9458,227,"['max_daily_loss_pct', 'max_drawdown_pct', 'max_position_fraction']",0.5614585201145115,5.0,1.3475412979917678,True,donchian_breakout,trend_ema_donchian,4h,59.169807792118554,13,2.6952,blocked_risk,"['max_drawdown_pct=55.52', 'risk_denial_rate=94.58%', 'safety_stop']"
SOL,99.99999999999987,True,40.0,123.790044233509,16.596667921036605,0.6,240,['max_drawdown_pct'],-0.3966366417332683,5.0,15.473764460463997,True,rsi_mean_reversion,rsi_bollinger_mr,4h,-10.353869955051687,160,30.9475,blocked_risk,"['max_drawdown_pct=16.60', 'risk_denial_rate=60.00%', 'safety_stop']"
SOL,99.99999999999953,True,40.0,182.7291195150277,17.692399973546827,0.4979,235,['max_drawdown_pct'],-0.40863682531583734,5.0,22.841119705336922,True,bollinger_mean_reversion,rsi_bollinger_mr,4h,-11.871400919499148,237,45.6823,blocked_risk,"['max_drawdown_pct=17.69', 'risk_denial_rate=49.79%', 'safety_stop']"
SOL,99.99999999999886,True,40.0,53.04927787267272,7.435682772856146,0.0,0,[],-1.7214078399210466,5.0,6.63115825671062,False,atr_breakout,breakout_atr,4h,-6.558992705420668,68,13.2623,blocked_costs,['cost_drag_pct=100.00']
SOL,99.99999999999879,True,40.0,104.2773098807447,14.240383608670074,0.0,0,[],-0.388328403594829,5.0,13.034674751699043,False,trend_following,trend_ema_donchian,1h,-7.3245553689159015,174,26.0693,blocked_costs,['cost_drag_pct=100.00']
SOL,99.99999999999943,True,40.0,85.58389066869762,19.995785678805944,0.4139,101,"['max_daily_loss_pct', 'max_drawdown_pct']",-0.6115890319862731,5.0,10.697959031414342,True,breakout,breakout_atr,1h,-11.10817772215746,143,21.396,blocked_risk,"['max_drawdown_pct=20.00', 'risk_denial_rate=41.39%', 'safety_stop']"
SOL,99.99999999999996,True,40.0,120.42571662955447,16.327419173321633,0.7796,750,['max_drawdown_pct'],-1.3013615372624237,5.0,15.053213838733242,True,mean_reversion,rsi_bollinger_mr,1h,-13.843876874522199,212,30.1064,blocked_risk,"['max_drawdown_pct=16.33', 'risk_denial_rate=77.96%', 'safety_stop']"
SOL,100.00000000000082,True,40.0,6.527263258555632,10.107674245551133,0.037,1,['max_trades_per_day'],-0.08055407374848791,5.0,0.8158736640754896,False,grid,grid,1h,-1.8222484123555889,26,1.6318,blocked_costs,['cost_drag_pct=100.00']
SOL,100.00000000000095,True,40.0,90.99256262834886,15.784015937797037,0.8894,1222,['max_drawdown_pct'],-0.4460166637108533,5.0,11.374076167317156,True,ema_crossover,trend_ema_donchian,1h,-7.901153937666481,152,22.7481,blocked_risk,"['max_drawdown_pct=15.78', 'risk_denial_rate=88.94%', 'safety_stop']"
SOL,99.99999999999945,True,40.0,82.25067316498416,20.048371293603147,0.435,107,"['max_daily_loss_pct', 'max_drawdown_pct']",-0.6737970614645806,5.0,10.281303702645289,True,donchian_breakout,trend_ema_donchian,1h,-12.094238267190486,139,20.5627,blocked_risk,"['max_drawdown_pct=20.05', 'risk_denial_rate=43.50%', 'safety_stop']"
SOL,100.00000000000004,True,40.0,118.89093115120302,17.393196717795085,0.8737,1466,['max_drawdown_pct'],-1.3601305773133767,5.0,14.861364345799984,True,rsi_mean_reversion,rsi_bollinger_mr,1h,-14.194469029160894,212,29.7227,blocked_risk,"['max_drawdown_pct=17.39', 'risk_denial_rate=87.37%', 'safety_stop']"
SOL,99.99999999999989,True,40.0,161.72318979947158,16.459592682788113,0.7256,751,['max_drawdown_pct'],-1.473056930774957,5.0,20.215408081051265,True,bollinger_mean_reversion,rsi_bollinger_mr,1h,-14.451412020345492,284,40.4308,blocked_risk,"['max_drawdown_pct=16.46', 'risk_denial_rate=72.56%', 'safety_stop']"
SOL,100.00000000000023,True,40.0,50.24237096229394,5.567077115037989,0.0,0,[],-2.015013265126364,5.0,6.280296583260167,False,atr_breakout,breakout_atr,1h,-5.567077115037989,86,12.5606,blocked_costs,['cost_drag_pct=100.00']
