asset,cost_drag_pct,data_ok,fee_bps,fees_usd,grid_key,max_drawdown_pct,risk_denial_rate,risk_denials_count,risk_rules_triggered,sharpe_ratio,slippage_bps,slippage_drag_usd,stopped_by_risk,strategy,strategy_family,timeframe,total_return_pct,trade_count,turnover_ratio,verdict,verdict_reasons
BTC,0.0,True,0.0,0.0,fee0_slip0,28.211097879607415,0.9939,809,"['max_drawdown_pct', 'max_position_fraction']",0.21950664220663302,0.0,0.0,True,trend_following,trend_ema_donchian,1d,14.893229245355155,5,1.2475,blocked_risk,"['max_drawdown_pct=28.21', 'risk_denial_rate=99.39%', 'safety_stop']"
BTC,0.0,True,0.0,0.0,fee0_slip0,29.79493909358204,0.9846,64,"['max_drawdown_pct', 'max_position_fraction']",0.3244187691701891,0.0,0.0,True,breakout,breakout_atr,1d,29.706181449828183,1,0.25,insufficient_trades,['trade_count=1 < 5']
BTC,0.0,True,0.0,0.0,fee0_slip0,31.924118819856425,0.9972,1784,"['max_drawdown_pct', 'max_position_fraction']",0.34652852077415053,0.0,0.0,True,mean_reversion,rsi_bollinger_mr,1d,35.13205631146496,5,1.2344,blocked_risk,"['max_drawdown_pct=31.92', 'risk_denial_rate=99.72%', 'safety_stop']"
BTC,0.0,True,0.0,0.0,fee0_slip0,23.04366227337473,0.0769,1,['max_position_fraction'],0.41841227967862155,0.0,0.0,False,grid,grid,1d,33.174644225569935,12,1.2352,blocked_risk,"['max_drawdown_pct=23.04', 'grid_max_inventory']"
BTC,0.0,True,0.0,0.0,fee0_slip0,28.86907805532769,0.9988,850,"['max_drawdown_pct', 'max_position_fraction']",0.30915928788641434,0.0,0.0,True,ema_crossover,trend_ema_donchian,1d,26.978658667583293,1,0.25,insufficient_trades,['trade_count=1 < 5']
BTC,0.0,True,0.0,0.0,fee0_slip0,29.79493909358204,0.9841,62,"['max_drawdown_pct', 'max_position_fraction']",0.3244187691701891,0.0,0.0,True,donchian_breakout,trend_ema_donchian,1d,29.706181449828183,1,0.25,insufficient_trades,['trade_count=1 < 5']
BTC,0.0,True,0.0,0.0,fee0_slip0,32.97996747927684,0.9994,1759,"['max_drawdown_pct', 'max_position_fraction']",0.37368670810846066,0.0,0.0,True,rsi_mean_reversion,rsi_bollinger_mr,1d,39.97273445931319,1,0.25,insufficient_trades,['trade_count=1 < 5']
BTC,0.0,True,0.0,0.0,fee0_slip0,32.97996747927684,0.9983,1777,"['max_drawdown_pct', 'max_position_fraction']",0.370916664145568,0.0,0.0,True,bollinger_mean_reversion,rsi_bollinger_mr,1d,39.72357810051351,3,0.7478,insufficient_trades,['trade_count=3 < 5']
BTC,0.0,True,0.0,0.0,fee0_slip0,34.595361758125115,0.9991,1137,"['max_drawdown_pct', 'max_position_fraction']",0.5733957818864269,0.0,0.0,True,atr_breakout,breakout_atr,1d,82.87117279691651,1,0.25,insufficient_trades,['trade_count=1 < 5']
BTC,0.0,True,0.0,0.0,fee0_slip0,7.11836791107615,0.0,0,[],0.9419941841835675,0.0,0.0,False,trend_following,trend_ema_donchian,4h,20.008065379564595,116,26.4419,paper_candidate,['meets paper thresholds']
BTC,0.0,True,0.0,0.0,fee0_slip0,9.953981712132705,0.234,33,['max_position_fraction'],0.6425625077025039,0.0,0.0,False,breakout,breakout_atr,4h,15.956323786327495,108,24.7313,paper_candidate,['meets paper thresholds']
BTC,0.0,True,0.0,0.0,fee0_slip0,8.57605445104424,0.0,0,[],0.23876544064955,0.0,0.0,False,mean_reversion,rsi_bollinger_mr,4h,3.3368870560244206,232,47.9585,paper_candidate,['meets paper thresholds']
BTC,0.0,True,0.0,0.0,fee0_slip0,30.193794347331977,0.0,0,[],0.7243752652903485,0.0,0.0,False,grid,grid,4h,48.23228518144484,3,0.2394,insufficient_trades,['trade_count=3 < 10']
BTC,0.0,True,0.0,0.0,fee0_slip0,26.297648247582917,0.9924,2469,"['max_daily_loss_pct', 'max_drawdown_pct', 'max_position_fraction']",0.6563087634095695,0.0,0.0,True,ema_crossover,trend_ema_donchian,4h,35.28281135887903,19,3.8162,blocked_risk,"['max_drawdown_pct=26.30', 'risk_denial_rate=99.24%', 'safety_stop']"
BTC,0.0,True,0.0,0.0,fee0_slip0,11.029913481803156,0.223,31,['max_position_fraction'],0.5069992431200612,0.0,0.0,False,donchian_breakout,trend_ema_donchian,4h,12.115432526311382,108,24.1852,paper_candidate,['meets paper thresholds']
BTC,0.0,True,0.0,0.0,fee0_slip0,10.574300785967514,0.0,0,[],0.0744259798014215,0.0,0.0,False,rsi_mean_reversion,rsi_bollinger_mr,4h,0.7622025518414375,226,46.1806,paper_candidate,['meets paper thresholds']
BTC,0.0,True,0.0,0.0,fee0_slip0,8.528058766943136,0.0,0,[],0.42845244945035543,0.0,0.0,False,bollinger_mean_reversion,rsi_bollinger_mr,4h,6.341671817188217,232,48.7359,paper_candidate,['meets paper thresholds']
BTC,0.0,True,0.0,0.0,fee0_slip0,0.5621807246519376,0.0,0,[],0.7799349428187081,0.0,0.0,False,atr_breakout,breakout_atr,4h,2.0889854791582705,72,14.6573,paper_candidate,['meets paper thresholds']
BTC,0.0,True,0.0,0.0,fee0_slip0,5.997816243940461,0.0,0,[],0.2660444219540001,0.0,0.0,False,trend_following,trend_ema_donchian,1h,2.4202444909005636,172,27.1137,paper_candidate,['meets paper thresholds']
BTC,0.0,True,0.0,0.0,fee0_slip0,6.598819568295987,0.0,0,[],0.2530408503066253,0.0,0.0,False,breakout,breakout_atr,1h,2.2561971127875835,184,28.2435,paper_candidate,['meets paper thresholds']
BTC,0.0,True,0.0,0.0,fee0_slip0,7.066725595933724,0.0,0,[],0.10956444186946267,0.0,0.0,False,mean_reversion,rsi_bollinger_mr,1h,0.7316717396552235,358,54.7658,paper_candidate,['meets paper thresholds']
BTC,0.0,True,0.0,0.0,fee0_slip0,6.963809033232826,0.0,0,[],0.27053028808145163,0.0,0.0,False,grid,grid,1h,2.270690135104542,11,0.7661,insufficient_trades,['trade_count=11 < 20']
BTC,0.0,True,0.0,0.0,fee0_slip0,7.31704271885332,0.0,0,[],0.21507039980954387,0.0,0.0,False,ema_crossover,trend_ema_donchian,1h,1.872285939792812,186,29.1003,paper_candidate,['meets paper thresholds']
BTC,0.0,True,0.0,0.0,fee0_slip0,6.114190872890325,0.0,0,[],0.2739300760614597,0.0,0.0,False,donchian_breakout,trend_ema_donchian,1h,2.4484798672129044,180,27.6028,paper_candidate,['meets paper thresholds']
BTC,0.0,True,0.0,0.0,fee0_slip0,6.0505177051917665,0.0,0,[],0.24411262878719003,0.0,0.0,False,rsi_mean_reversion,rsi_bollinger_mr,1h,1.8691507049754592,568,88.2968,paper_candidate,['meets paper thresholds']
BTC,0.0,True,0.0,0.0,fee0_slip0,6.391975304789231,0.0,0,[],0.011520198145554899,0.0,0.0,False,bollinger_mean_reversion,rsi_bollinger_mr,1h,-0.07149513048781274,676,103.6484,paper_candidate,['meets paper thresholds']
BTC,0.0,True,0.0,0.0,fee0_slip0,1.0191918032052856,0.0,0,[],0.5311976232015679,0.0,0.0,False,atr_breakout,breakout_atr,1h,0.973570454249102,144,21.6839,paper_candidate,['meets paper thresholds']
ETH,0.0,True,0.0,0.0,fee0_slip0,30.191776396276122,0.9989,922,"['max_drawdown_pct', 'max_position_fraction']",0.026159301259585648,0.0,0.0,True,trend_following,trend_ema_donchian,1d,-4.575305052302906,1,0.25,insufficient_trades,['trade_count=1 < 5']
ETH,0.0,True,0.0,0.0,fee0_slip0,31.26975964885951,0.9848,65,"['max_drawdown_pct', 'max_position_fraction']",0.042622648422254356,0.0,0.0,True,breakout,breakout_atr,1d,-3.3712999784711197,1,0.25,insufficient_trades,['trade_count=1 < 5']
ETH,0.0,True,0.0,0.0,fee0_slip0,37.50564377384771,0.9972,1775,"['max_drawdown_pct', 'max_position_fraction']",0.0915665926741589,0.0,0.0,True,mean_reversion,rsi_bollinger_mr,1d,-0.3243484997364817,5,1.1649,blocked_risk,"['max_drawdown_pct=37.51', 'risk_denial_rate=99.72%', 'safety_stop']"
ETH,0.0,True,0.0,0.0,fee0_slip0,21.795675155059662,0.0909,1,['max_position_fraction'],0.11820318812248722,0.0,0.0,False,grid,grid,1d,5.198853460760711,10,1.0135,blocked_risk,['max_drawdown_pct=21.80']
ETH,0.0,True,0.0,0.0,fee0_slip0,32.57050600310085,0.9989,917,"['max_drawdown_pct', 'max_position_fraction']",0.06166220694309044,0.0,0.0,True,ema_crossover,trend_ema_donchian,1d,-1.8445394413543907,1,0.25,insufficient_trades,['trade_count=1 < 5']
ETH,0.0,True,0.0,0.0,fee0_slip0,31.26975964885951,0.9848,65,"['max_drawdown_pct', 'max_position_fraction']",0.042622648422254356,0.0,0.0,True,donchian_breakout,trend_ema_donchian,1d,-3.3712999784711197,1,0.25,insufficient_trades,['trade_count=1 < 5']
ETH,0.0,True,0.0,0.0,fee0_slip0,36.37209169218441,0.9983,1779,"['max_drawdown_pct', 'max_position_fraction']",0.1129111149871525,0.0,0.0,True,rsi_mean_reversion,rsi_bollinger_mr,1d,3.0216953595031097,3,0.7485,insufficient_trades,['trade_count=3 < 5']
ETH,0.0,True,0.0,0.0,fee0_slip0,36.91823111301113,0.9845,1334,"['max_drawdown_pct', 'max_position_fraction']",0.13980616403252175,0.0,0.0,True,bollinger_mean_reversion,rsi_bollinger_mr,1d,5.949873839244674,21,4.751,blocked_risk,"['max_drawdown_pct=36.92', 'risk_denial_rate=98.45%', 'safety_stop']"
ETH,0.0,True,0.0,0.0,fee0_slip0,29.67127250467741,0.99,892,"['max_drawdown_pct', 'max_position_fraction']",0.08431797779310045,0.0,0.0,True,atr_breakout,breakout_atr,1d,1.3720116093298884,9,2.1842,blocked_risk,"['max_drawdown_pct=29.67', 'risk_denial_rate=99.00%', 'safety_stop']"
ETH,0.0,True,0.0,0.0,fee0_slip0,14.45059069660734,0.8284,473,"['max_daily_loss_pct', 'max_position_fraction']",0.48935046804413523,0.0,0.0,True,trend_following,trend_ema_donchian,4h,15.388834129885185,98,21.13,blocked_risk,"['risk_denial_rate=82.84%', 'safety_stop']"
ETH,0.0,True,0.0,0.0,fee0_slip0,19.423891516887544,0.1849,27,"['max_drawdown_pct', 'max_position_fraction']",0.024871231601268567,0.0,0.0,True,breakout,breakout_atr,4h,-0.6961473250665676,119,24.9872,blocked_risk,"['max_drawdown_pct=19.42', 'safety_stop']"
ETH,0.0,True,0.0,0.0,fee0_slip0,12.556957139847198,0.0,0,[],-0.05677781257490588,0.0,0.0,False,mean_reversion,rsi_bollinger_mr,4h,-2.054957476785307,235,46.5561,weak,['sharpe=-0.057']
ETH,0.0,True,0.0,0.0,fee0_slip0,14.219450381101897,0.0,0,[],0.11149375620737775,0.0,0.0,False,grid,grid,4h,1.8280946216314078,9,0.8502,insufficient_trades,['trade_count=9 < 10']
ETH,0.0,True,0.0,0.0,fee0_slip0,15.808565479128275,0.8367,615,"['max_daily_loss_pct', 'max_drawdown_pct', 'max_position_fraction']",0.23163927561331557,0.0,0.0,True,ema_crossover,trend_ema_donchian,4h,6.1426963276619295,120,25.0488,blocked_risk,"['max_drawdown_pct=15.81', 'risk_denial_rate=83.67%', 'safety_stop']"
ETH,0.0,True,0.0,0.0,fee0_slip0,18.61311061452773,0.3061,45,"['max_daily_loss_pct', 'max_drawdown_pct', 'max_position_fraction']",0.16828967650528948,0.0,0.0,True,donchian_breakout,trend_ema_donchian,4h,3.849926930766196,102,21.3617,blocked_risk,"['max_drawdown_pct=18.61', 'risk_denial_rate=30.61%', 'safety_stop']"
ETH,0.0,True,0.0,0.0,fee0_slip0,17.28115494760455,0.5274,231,['max_drawdown_pct'],-0.5868231677816438,0.0,0.0,True,rsi_mean_reversion,rsi_bollinger_mr,4h,-12.78803661960088,207,38.9505,blocked_risk,"['max_drawdown_pct=17.28', 'risk_denial_rate=52.74%', 'safety_stop']"
ETH,0.0,True,0.0,0.0,fee0_slip0,17.410484046457853,0.5022,231,['max_drawdown_pct'],-0.34221537426344373,0.0,0.0,True,bollinger_mean_reversion,rsi_bollinger_mr,4h,-7.969596234591961,229,45.2968,blocked_risk,"['max_drawdown_pct=17.41', 'risk_denial_rate=50.22%', 'safety_stop']"
ETH,0.0,True,0.0,0.0,fee0_slip0,0.6107618449082819,0.0,0,[],1.231383453999553,0.0,0.0,False,atr_breakout,breakout_atr,4h,5.671443486177509,68,13.9728,paper_candidate,['meets paper thresholds']
ETH,0.0,True,0.0,0.0,fee0_slip0,9.890204433889812,0.0,0,[],0.16208313003208796,0.0,0.0,False,trend_following,trend_ema_donchian,1h,1.8052960318688291,166,25.6508,paper_candidate,['meets paper thresholds']
ETH,0.0,True,0.0,0.0,fee0_slip0,8.48788811146299,0.0,0,[],0.46763033049315,0.0,0.0,False,breakout,breakout_atr,1h,5.847083139889764,170,26.4793,paper_candidate,['meets paper thresholds']
ETH,0.0,True,0.0,0.0,fee0_slip0,5.865067589998977,0.0055,2,['max_trades_per_day'],-0.0675178992253019,0.0,0.0,False,mean_reversion,rsi_bollinger_mr,1h,-1.1570927982468675,360,53.9859,weak,['sharpe=-0.068']
ETH,0.0,True,0.0,0.0,fee0_slip0,11.40144766479404,0.0,0,[],-0.022316477470335154,0.0,0.0,False,grid,grid,1h,-0.6167219246568947,23,1.4332,weak,['sharpe=-0.022']
ETH,0.0,True,0.0,0.0,fee0_slip0,12.13315658236891,0.0,0,[],-0.2812727271516776,0.0,0.0,False,ema_crossover,trend_ema_donchian,1h,-4.231684244011865,210,31.4351,weak,['sharpe=-0.281']
ETH,0.0,True,0.0,0.0,fee0_slip0,8.487888111462926,0.0,0,[],0.4206423969228178,0.0,0.0,False,donchian_breakout,trend_ema_donchian,1h,5.226617045742978,170,26.401,paper_candidate,['meets paper thresholds']
ETH,0.0,True,0.0,0.0,fee0_slip0,7.356782142482397,0.0,0,[],-0.305596620635707,0.0,0.0,False,rsi_mean_reversion,rsi_bollinger_mr,1h,-3.985786407308569,614,90.2495,weak,['sharpe=-0.306']
ETH,0.0,True,0.0,0.0,fee0_slip0,6.785809099731558,0.0,0,[],-0.18402758042042258,0.0,0.0,False,bollinger_mean_reversion,rsi_bollinger_mr,1h,-2.509103591124256,678,101.6821,weak,['sharpe=-0.184']
ETH,0.0,True,0.0,0.0,fee0_slip0,0.6306163669231327,0.0,0,[],1.0322032303499715,0.0,0.0,False,atr_breakout,breakout_atr,1h,2.2165106589931383,110,16.734,paper_candidate,['meets paper thresholds']
SOL,0.0,True,0.0,0.0,fee0_slip0,66.99157220172863,0.9989,907,"['max_drawdown_pct', 'max_position_fraction']",0.28240948265816335,0.0,0.0,True,trend_following,trend_ema_donchian,1d,31.420982735723786,1,0.25,insufficient_trades,['trade_count=1 < 5']
SOL,0.0,True,0.0,0.0,fee0_slip0,67.48546133148166,0.9867,74,['max_drawdown_pct'],0.28730195837699857,0.0,0.0,True,breakout,breakout_atr,1d,32.81215980840411,1,0.25,insufficient_trades,['trade_count=1 < 5']
SOL,0.0,True,0.0,0.0,fee0_slip0,73.42568600485177,0.9983,1780,"['max_drawdown_pct', 'max_position_fraction']",0.3488290540334112,0.0,0.0,True,mean_reversion,rsi_bollinger_mr,1d,53.79448958064709,3,0.7463,insufficient_trades,['trade_count=3 < 5']
SOL,0.0,True,0.0,0.0,fee0_slip0,67.24609617971038,0.8182,9,"['max_drawdown_pct', 'max_position_fraction']",0.3115925297411581,0.0,0.0,True,grid,grid,1d,41.318078756635714,2,0.1979,insufficient_trades,['trade_count=2 < 5']
SOL,0.0,True,0.0,0.0,fee0_slip0,67.48546133148164,0.9967,919,"['max_drawdown_pct', 'max_position_fraction']",0.26047436178634636,0.0,0.0,True,ema_crossover,trend_ema_donchian,1d,23.81322206943955,3,0.6653,insufficient_trades,['trade_count=3 < 5']
SOL,0.0,True,0.0,0.0,fee0_slip0,67.48546133148166,0.9865,73,['max_drawdown_pct'],0.28730195837699857,0.0,0.0,True,donchian_breakout,trend_ema_donchian,1d,32.81215980840411,1,0.25,insufficient_trades,['trade_count=1 < 5']
SOL,0.0,True,0.0,0.0,fee0_slip0,75.65483394250477,0.9983,1777,"['max_drawdown_pct', 'max_position_fraction']",0.3747250741295845,0.0,0.0,True,rsi_mean_reversion,rsi_bollinger_mr,1d,64.99738101732775,3,0.7463,insufficient_trades,['trade_count=3 < 5']
SOL,0.0,True,0.0,0.0,fee0_slip0,73.42568600485177,0.9983,1780,"['max_drawdown_pct', 'max_position_fraction']",0.3488290540334112,0.0,0.0,True,bollinger_mean_reversion,rsi_bollinger_mr,1d,53.79448958064709,3,0.7463,insufficient_trades,['trade_count=3 < 5']
SOL,0.0,True,0.0,0.0,fee0_slip0,59.37479864354359,0.9994,1630,"['max_drawdown_pct', 'max_position_fraction']",0.21104773941172494,0.0,0.0,True,atr_breakout,breakout_atr,1d,14.682613812557202,1,0.25,insufficient_trades,['trade_count=1 < 5']
SOL,0.0,True,0.0,0.0,fee0_slip0,54.87951807228916,0.9969,2872,"['max_daily_loss_pct', 'max_drawdown_pct', 'max_position_fraction']",0.5669173199096335,0.0,0.0,True,trend_following,trend_ema_donchian,4h,60.05059380574769,9,1.9061,insufficient_trades,['trade_count=9 < 10']
SOL,0.0,True,0.0,0.0,fee0_slip0,55.501695274422545,0.9465,230,"['max_daily_loss_pct', 'max_drawdown_pct', 'max_position_fraction']",0.5694627505605822,0.0,0.0,True,breakout,breakout_atr,4h,61.010541662085004,13,2.7087,blocked_risk,"['max_drawdown_pct=55.50', 'risk_denial_rate=94.65%', 'safety_stop']"
SOL,0.0,True,0.0,0.0,fee0_slip0,10.232552655316862,0.0,0,[],0.37876396889827757,0.0,0.0,False,mean_reversion,rsi_bollinger_mr,4h,9.804493015258663,255,55.1864,paper_candidate,['meets paper thresholds']
SOL,0.0,True,0.0,0.0,fee0_slip0,3.2227546592530723,0.0,0,[],-0.8167478640900631,0.0,0.0,False,grid,grid,4h,-3.0410347124133748,8,0.7634,insufficient_trades,['trade_count=8 < 10']
SOL,0.0,True,0.0,0.0,fee0_slip0,55.302470439189186,0.9946,2746,"['max_daily_loss_pct', 'max_drawdown_pct', 'max_position_fraction']",0.5758717887103669,0.0,0.0,True,ema_crossover,trend_ema_donchian,4h,62.330367425319245,15,3.1299,blocked_risk,"['max_drawdown_pct=55.30', 'risk_denial_rate=99.46%', 'safety_stop']"
SOL,0.0,True,0.0,0.0,fee0_slip0,55.501695274422545,0.9458,227,"['max_daily_loss_pct', 'max_drawdown_pct', 'max_position_fraction']",0.5694627505605822,0.0,0.0,True,donchian_breakout,trend_ema_donchian,4h,61.010541662085004,13,2.7087,blocked_risk,"['max_drawdown_pct=55.50', 'risk_denial_rate=94.58%', 'safety_stop']"
SOL,0.0,True,0.0,0.0,fee0_slip0,12.101526669685281,0.0,0,[],0.21239746781996188,0.0,0.0,False,rsi_mean_reversion,rsi_bollinger_mr,4h,4.758629394380183,223,46.4048,paper_candidate,['meets paper thresholds']
SOL,0.0,True,0.0,0.0,fee0_slip0,10.640343975884532,0.0,0,[],0.5231778007933998,0.0,0.0,False,bollinger_mean_reversion,rsi_bollinger_mr,4h,13.889328438369283,247,53.1469,paper_candidate,['meets paper thresholds']
SOL,0.0,True,0.0,0.0,fee0_slip0,2.13062237723141,0.0,0,[],-0.17381295218250378,0.0,0.0,False,atr_breakout,breakout_atr,4h,-0.6581355828071537,68,13.659,weak,['sharpe=-0.174']
SOL,0.0,True,0.0,0.0,fee0_slip0,9.172939509794118,0.0,0,[],0.280537051268303,0.0,0.0,False,trend_following,trend_ema_donchian,1h,4.245623152308781,174,27.634,paper_candidate,['meets paper thresholds']
SOL,0.0,True,0.0,0.0,fee0_slip0,13.423022693217979,0.0056,1,['max_daily_loss_pct'],0.07171187668833977,0.0,0.0,True,breakout,breakout_atr,1h,0.4989866379375826,178,27.7142,blocked_risk,['safety_stop']
SOL,0.0,True,0.0,0.0,fee0_slip0,9.044515201930155,0.0,0,[],-0.22142683194120896,0.0,0.0,False,mean_reversion,rsi_bollinger_mr,1h,-3.4254950154612747,362,54.4426,weak,['sharpe=-0.221']
SOL,0.0,True,0.0,0.0,fee0_slip0,9.719146843865497,0.037,1,['max_trades_per_day'],-0.03217236646479144,0.0,0.0,False,grid,grid,1h,-1.084827641588231,26,1.6373,weak,['sharpe=-0.032']
SOL,0.0,True,0.0,0.0,fee0_slip0,11.983434209414828,0.0,0,[],0.04267170538076473,0.0,0.0,False,ema_crossover,trend_ema_donchian,1h,-0.005747589674240316,176,27.5208,paper_candidate,['meets paper thresholds']
SOL,0.0,True,0.0,0.0,fee0_slip0,13.539828106701293,0.0057,1,['max_daily_loss_pct'],-0.005211012178401387,0.0,0.0,True,donchian_breakout,trend_ema_donchian,1h,-0.8224056771005508,174,26.7429,blocked_risk,['safety_stop']
SOL,0.0,True,0.0,0.0,fee0_slip0,7.233673265167817,0.0,0,[],-0.08392652586164769,0.0,0.0,False,rsi_mean_reversion,rsi_bollinger_mr,1h,-1.712960262351021,574,87.004,weak,['sharpe=-0.084']
SOL,0.0,True,0.0,0.0,fee0_slip0,8.448730652338805,0.0,0,[],0.08894761959051803,0.0,0.0,False,bollinger_mean_reversion,rsi_bollinger_mr,1h,0.7554036864743694,692,107.7783,paper_candidate,['meets paper thresholds']
SOL,0.0,True,0.0,0.0,fee0_slip0,1.3201365751249703,0.0,0,[],0.03650327282502717,0.0,0.0,False,atr_breakout,breakout_atr,1h,0.08111666440894397,86,12.9203,paper_candidate,['meets paper thresholds']
BTC,99.99999999999089,True,0.0,0.0,fee0_slip5,28.232017994539106,0.9939,809,"['max_drawdown_pct', 'max_position_fraction']",0.2187954993289985,5.0,0.6236219865893986,True,trend_following,trend_ema_donchian,1d,14.823360750168831,5,1.2474,blocked_risk,"['max_drawdown_pct=28.23', 'risk_denial_rate=99.39%', 'safety_stop']"
BTC,100.0,True,0.0,0.0,fee0_slip5,29.797974417665795,0.9846,64,"['max_drawdown_pct', 'max_position_fraction']",0.32430769528210734,5.0,0.125,True,breakout,breakout_atr,1d,29.69368144982818,1,0.2501,insufficient_trades,['trade_count=1 < 5']
BTC,100.00000000000459,True,0.0,0.0,fee0_slip5,31.927223184395388,0.9972,1784,"['max_drawdown_pct', 'max_position_fraction']",0.3459818271740941,5.0,0.617091065137771,True,mean_reversion,rsi_bollinger_mr,1d,35.05244004071837,5,1.2343,blocked_risk,"['max_drawdown_pct=31.93', 'risk_denial_rate=99.72%', 'safety_stop']"
BTC,100.0000000000069,True,0.0,0.0,fee0_slip5,23.044346938088385,0.0769,1,['max_position_fraction'],0.4176152461279041,5.0,0.6174187530344142,False,grid,grid,1d,33.09194625469768,12,1.2349,blocked_risk,"['max_drawdown_pct=23.04', 'grid_max_inventory']"
BTC,100.0,True,0.0,0.0,fee0_slip5,28.872077204735714,0.9988,850,"['max_drawdown_pct', 'max_position_fraction']",0.30904412322512514,5.0,0.125,True,ema_crossover,trend_ema_donchian,1d,26.966158667583294,1,0.2501,insufficient_trades,['trade_count=1 < 5']
BTC,100.0,True,0.0,0.0,fee0_slip5,29.797974417665795,0.9841,62,"['max_drawdown_pct', 'max_position_fraction']",0.32430769528210734,5.0,0.125,True,donchian_breakout,trend_ema_donchian,1d,29.69368144982818,1,0.2501,insufficient_trades,['trade_count=1 < 5']
BTC,99.99999999997726,True,0.0,0.0,fee0_slip5,32.98309876543213,0.9994,1759,"['max_drawdown_pct', 'max_position_fraction']",0.3735900564123346,5.0,0.12499999999997158,True,rsi_mean_reversion,rsi_bollinger_mr,1d,39.960234459313185,1,0.2501,insufficient_trades,['trade_count=1 < 5']
BTC,99.99999999997719,True,0.0,0.0,fee0_slip5,32.98309876543213,0.9983,1777,"['max_drawdown_pct', 'max_position_fraction']",0.370603662614029,5.0,0.3738563394109917,True,bollinger_mean_reversion,rsi_bollinger_mr,1d,39.67623485938968,3,0.7478,insufficient_trades,['trade_count=3 < 5']
BTC,100.0,True,0.0,0.0,fee0_slip5,34.59710076484071,0.9991,1137,"['max_drawdown_pct', 'max_position_fraction']",0.5733140694933835,5.0,0.125,True,atr_breakout,breakout_atr,1d,82.85867279691652,1,0.2501,insufficient_trades,['trade_count=1 < 5']
BTC,99.99999999998897,True,0.0,0.0,fee0_slip5,7.239220466487131,0.0,0,[],0.8837662106142341,5.0,13.143101235767773,False,trend_following,trend_ema_donchian,4h,18.617702527107692,116,26.2861,blocked_costs,['cost_drag_pct=100.00']
BTC,100.00000000001086,True,0.0,0.0,fee0_slip5,10.401681299702888,0.234,33,['max_position_fraction'],0.5983736707017772,5.0,12.298449056126259,False,breakout,breakout_atr,4h,14.705794257845081,108,24.5968,blocked_costs,['cost_drag_pct=100.00']
BTC,99.9999999999994,True,0.0,0.0,fee0_slip5,8.938925183512044,0.0,0,[],0.08861481886568469,5.0,23.704875676531486,False,mean_reversion,rsi_bollinger_mr,4h,0.975859306083089,232,47.4097,blocked_costs,['cost_drag_pct=100.00']
BTC,99.99999999989315,True,0.0,0.0,fee0_slip5,30.19503352316007,0.0,0,[],0.7241999323649239,5.0,0.11970523822252233,False,grid,grid,4h,48.2183385945425,3,0.2395,insufficient_trades,['trade_count=3 < 10']
BTC,99.99999999999105,True,0.0,0.0,fee0_slip5,26.299200973848123,0.9924,2469,"['max_daily_loss_pct', 'max_drawdown_pct', 'max_position_fraction']",0.652748878649202,5.0,1.906452745398667,True,ema_crossover,trend_ema_donchian,4h,35.02949427252679,19,3.813,blocked_risk,"['max_drawdown_pct=26.30', 'risk_denial_rate=99.24%', 'safety_stop']"
BTC,100.00000000000449,True,0.0,0.0,fee0_slip5,11.541898566221706,0.223,31,['max_position_fraction'],0.46276125934538354,5.0,12.027251821595286,False,donchian_breakout,trend_ema_donchian,4h,10.907445886179607,108,24.0544,blocked_costs,['cost_drag_pct=100.00']
BTC,99.99999999999976,True,0.0,0.0,fee0_slip5,11.603973766280609,0.0,0,[],-0.06890882408370448,5.0,22.83479564388705,False,rsi_mean_reversion,rsi_bollinger_mr,4h,-1.4801695000988502,226,45.6696,blocked_costs,['cost_drag_pct=100.00']
BTC,99.99999999999281,True,0.0,0.0,fee0_slip5,8.799932609900264,0.0,0,[],0.27619926792268096,5.0,24.087256495926084,False,bollinger_mean_reversion,rsi_bollinger_mr,4h,3.9008852129088383,232,48.1745,blocked_costs,['cost_drag_pct=100.00']
BTC,100.00000000001361,True,0.0,0.0,fee0_slip5,0.7112032942565363,0.0,0,[],0.5142424448382911,5.0,7.3029592391062295,False,atr_breakout,breakout_atr,4h,1.3558861600878116,72,14.6059,blocked_costs,['cost_drag_pct=100.00']
BTC,100.00000000000126,True,0.0,0.0,fee0_slip5,6.832619523131654,0.0,0,[],0.13569756903194163,5.0,13.470376398725591,False,trend_following,trend_ema_donchian,1h,1.1066428507024055,172,26.9407,blocked_costs,['cost_drag_pct=100.00']
BTC,100.0000000000073,True,0.0,0.0,fee0_slip5,7.35102378790497,0.0,0,[],0.11139618469477813,5.0,14.025325985017616,False,breakout,breakout_atr,1h,0.8539335444428275,184,28.0506,blocked_costs,['cost_drag_pct=100.00']
BTC,100.00000000000054,True,0.0,0.0,fee0_slip5,7.452491102079437,0.0,0,[],-0.2191958413724845,5.0,27.019449358739422,False,mean_reversion,rsi_bollinger_mr,1h,-1.9373916477346258,358,54.0389,blocked_costs,['cost_drag_pct=100.00']
BTC,100.00000000004268,True,0.0,0.0,fee0_slip5,6.9640003854805315,0.0,0,[],0.2662719030022867,5.0,0.38300321772708656,False,grid,grid,1h,2.231306469401022,11,0.766,insufficient_trades,['trade_count=11 < 20']
BTC,99.99999999999724,True,0.0,0.0,fee0_slip5,8.187241412519128,0.0,0,[],0.07139104967570911,5.0,14.450146051567515,False,ema_crossover,trend_ema_donchian,1h,0.46036145542924484,186,28.9003,blocked_costs,['cost_drag_pct=100.00']
